name,englishname,nickname,nation,race,zodiac_tyep,blood_type,height,weight,birthsite,birthday,occupation,school,company,main_works,main_achieve,judge
郑迦文,Camon,迦文,中国,汉族,天秤座,B型,,,浙江省台州市温岭市,1996年10月11日,歌手,宁波城市职业技术学院（就读中）,,"猜测
更好的自己
重来
停格
Goodbyemylover","2016年《中国新歌声》汪峰组五强
全国20强
2017年“微博超级红人节”十大新锐红人奖",郑迦文不仅有着良好的外形，他的演唱实力也是可圈可点的。郑迦文能够自由掌控好自己的嗓音，他在演唱歌曲《停格》时，会发出略微有点压力且带点撕裂的声音，而这些都是他可以掌握的。郑迦文的悟性特别高，他将歌曲《停格》演绎得十分到位（网易、汪峰评）。 郑迦文是一个腼腆而又阳光的大男孩，他的歌声富有感染力（腾讯评）。 郑迦文擅长演绎情歌，他有着超出年龄的声音，而他在演唱歌曲《Goodbyemylover》时，音色则比之前多出了一份“空气感”（新浪、庾澄庆评）。
丁俨,,,中国,,双鱼座,,185cm,75kg,北京东城,1983年03月06日,影视演员,中央戏剧学院,,篮球小子,,
齐思钧,,齐岱泽,中国,,,,,,,,主持人,中国传媒大学播音主持专业,,"明星大侦探第三季
Hello!女神
七点资讯
我是大赢家",,齐思钧是一个幽默风趣的主持人，科班出身的他，在校期间成绩优异，凭借优异的外形获封“中传校草”的称号。在《明星大侦探第三季》中，齐思钧凭借其俊朗的外表和标志性的暖阳笑容，获得了观众的喜爱，而他的加盟也加固了高颜值团体的流量地位，录制期间不仅被赞演技好，还因笑起来微微的笑眼和标志性的笑容一度被封为节目的“暖男代表”。私下里的他是一个热爱生活的阳光大男孩，身为湖南台青年主持里的典范，齐思钧具有清新扎实的主持风格（搜狐、网易、凤凰网评）。
张宪军,,,中国,汉族,,,,,辽宁昌图,1956年03月01日,,黑龙江省函授广播学院,,,,
程秀瑛,JoyceH.Cheng,,中国,,双子座,AB型,163cm,52kg,中国台湾,1959年06月19日,演员 制作人 导演,美国纽约时尚学院,,"《包青天——真假状元》
《两个爸爸》
《新不了情》",,
金楷杰,,金草,中国,,狮子座,,183cm,73kg,上海,1983年08月10日,演员,上海戏剧学院表演学士香港演艺学院表演硕士,,"赛小花的远大前程
狭路
海上丝路
克拉恋人",,金楷杰剧照 素有小吴彦祖之称的偶像实力派演员金楷杰，十分注重戏剧中人物的内心戏，曾是香港舞台届的中流砥柱。（腾讯网评） 他将层层演变的情感呈现的真切动容。在《狭路》中整体的表演感觉是精彩中带节制，精湛中藏规矩，释放中握分寸，在表演中绽放属于自己的气场和演员本身的魅力。（腾讯网评） 电影《黄金搭档》中对于驾驭角色，金楷杰显得游刃有余，无论是他的冷漠、认人唯财、还是骨子里的那难以抹去的善念都拿捏的十分到位。（大众网评） 电视剧《楚乔传》中，金楷杰将元齐身上的傲慢、嗜血表现的淋漓尽致，令人印象深刻，他从人性出发，对元齐的一言一行进行合理推测。（网易网评）
x29,,,,,,,,,,,,,,,,
郑浩然,,,中国,,,,,,,1967年10月01日,教授·,西安交通大学信息与控制工程系自动控制专业,,,,
张雅卓,,,中国,汉族,巨蟹座,AB型,172cm,46kg,,1995年07月19日,演员,中央戏剧学院,,"玄门大师
海棠经雨胭脂透
PTU机动部队",,
杨升,,杨一凡,中国,汉族,,,,,,,影视演员,,,《新火烧红莲寺》,,
王晓娟,,,中国,汉族,,,,,,,演员,解放军艺术学院表演系,,,,在创作上王晓娟一直以深入人物内心深处为依据，提前深入生活，用真实的细节来打动人，在贵州拍《远山远水》时她们驱车数十里深入到大山深处的小村内，了解当地的老百姓的日常生活，而当时正赶上雨季，贵州连绵的大山中只容一车的碎石公路，随时却都会发生泥石流，天空乌云密布，车窗外是一眼望不到底的万丈深渊，只要司机稍一疏忽，全车人真的会在一瞬间摔得尸骨无存。王晓娟就凭着一般无畏的创作热情咬牙坚持了过来。
郭佩妮,,,,,,,172cm,54kg,,,,中央戏剧学院,,,,
周耀,,,中国,汉族,,,,,安徽霍邱,1958年04月01日,,安徽农学院,,,,
孙建,ChienSun/KinSuen,孙建元,,,,,,,台湾,1955年12月05日,演员,,,,,
胡洪宇,henry,小宇 胡虹宇,中华人民共和国,汉族,处女座,,153cm,37kg,北京,2005年09月15日,学生 演员,,,"我的干爹是个贼
父亲的石头
云镝
中国式法庭",,小童星胡洪宇在圈内有“三秒泪王”之称，他有一颗热爱演绎事业之心，活泼可爱，性格开朗，吃苦耐劳，热衷于公益事业。
于轩鸿灏,,,中国,汉,天秤座,,178cm,65kg,陕西省咸阳市,1992年10月15日,演员,北京现代音乐学院影视表演系本科班,,"三生三世十里桃花
十里洋场拾年花",,写真 于轩鸿灏在《十里洋场拾年花》中的民国扮相帅气有型，气质十足（腾讯网评）。 于轩鸿灏年纪轻但爆发力十足，非常有潜力（网易网评）。 于轩鸿灏在热播剧《三生三世十里桃花》中饰演夜华君座下的呆萌小仙伽昀吸引了观众的喜爱，性格乐观阳光的于轩鸿灏凭借扎实的演技，积极的挑战着各种不同的角色，活泼的性格，认真的态度也让他得赢得了各位前辈老师的夸奖。（网易娱乐评）
崔馨月,,,中华人民共和国,汉族,,,,,黑龙江省哈尔滨市,,,,,,"2009国际时尚超模大赛哈尔滨赛区冠军
2009年上海国际模特大赛全国十佳",
高毅,,,中国,汉,,,,,安徽省安庆市,1955年07月01日,教授 学者,北京大学,,"《世界文明史》
《法兰西风格：大革命的政治文化》",国家教委“高校历史学跨世纪学科带头人”,
肖淑丽,,,,汉族,,,,,连平县,1973年05月01日,,,,,,
王志浩,StephenGreen,,中国,汉,,,,,,,渣打银行大中华区研究主管,,,,,
田松,,,,,,,,,吉林四平,1965年01月01日,,,,,,
金霄,,,,,,,,,辽宁鞍山,,演员,吉林医学院,,,,
冷中易,EasyJoe,冷少爷,新加坡,,天蝎座,O型,175cm,62kg,,1985年11月13日,歌手 演员,中国传媒大学电视系,,"租个女友回家过年
宇爱同游
爱情烘焙屋
情谜
天地姻缘七仙女",,冷中易 冷中易不仅有着帅气阳光的形象，而且他还具有扎实的主持功底和不俗的演技。冷中易的声线清新而又独特，他就像一个音乐顽童，朝气蓬勃（新浪评）。 冷中易具有硬朗的外表、忧郁的眼神以及成熟男人特有的气质。冷中易在一组型男写真中，一改往日阳光运动的形象，以白领西装的装扮出境，突显了其绅士忧郁的一面，而眉宇之间则彰显出其成熟男人的不羁魅力。冷中易用面部表情和肢体语言表达出一种忧郁而富于张力的情感（搜狐评）。 冷中易在电视剧《租个女友回家过年》中，对角色的刻画获得了导演及观众的认可，不仅让观众认识了歌手身份的冷中易，也让观众知道了他在演戏方面的突出表现（腾讯评）。
查杰,ZhaJie,,中国,汉族,白羊座,O型,180cm,55kg,安徽,1994年04月11日,演员 模特,合肥师范学院,,"刺客列传
何求",2016最具粉丝影响力明星颁奖盛典年度新锐人气奖,刺客列传 身穿古装红衣的查杰，眉清目秀犹如画中人，不是科班出身的他，出道之作《》就独挑大梁当男一号，片场中他常在背台词，向前辈请教问题，谦虚好学的人格魅力，让剧组里人人都喜欢他的性格。（网易娱乐评） 自出道后，查杰就一直潜心拍戏，全情投入到自己的作品当中，在自己的演艺道路上更是非常努力成为全能型艺人，影视、音乐、时尚全面发展。查杰对角色精准的把握和出色的演绎，使其收获大批粉丝和剧迷。帅气的外表更是受到了众多媒体的关注。（网易娱乐评）
赵铭,,,中国,汉族,白羊座,,,,新疆维吾尔自治区乌鲁木齐,1987年04月10日,演员,,,"让子弹飞
一夜惊喜",,虽然《让子弹飞》大牌云集，虽然她在戏中的角色连正式的名字都没有，虽然她的戏份加起来只有几十秒和一句台词，但是赵铭却出人意料地红了，实现了一个普通制片助理向职业演员的完美蜕变。（时代商报、新浪娱乐评）
蒋敦豪,,敦豪,中国,汉族,金牛座,,,,新疆博尔塔拉蒙古自治州博乐市,1995年05月21日,歌手,新疆艺术学院音乐系（就读中）,,"天亮就飞吧
天空之城
乌兰巴托的夜
中国新歌声
傻瓜
满","2016年《中国新歌声》汪峰组冠军
全国总决赛冠军
2016年“音乐先锋榜年度颁奖典礼”年度先锋最具潜质新人奖
2016年“音乐先锋榜年度颁奖典礼”年度最佳现场演绎奖
2017年“第21届全球华语榜中榜暨亚洲影响力大典”年度新歌声奖",2017亚洲流行音乐节 蒋敦豪在《中国新歌声》的舞台上，其清新淳朴的唱法宛如一股清流，让人不知不觉就被感动。蒋敦豪经常在唱法里面融入哈萨克等民族风味，让民谣更加民族化，集众多优势于一身，而他的演唱则轻易就能打动人（网易评）。 蒋敦豪被称作为“小汪峰”，他用和自己年龄不相符的成熟嗓音把民谣歌曲《天空之城》唱进了导师和观众心里，他把李志的歌唱出了李健的味道（《深圳晚报》评）。 蒋敦豪 蒋敦豪走的不完全是民谣风，他唱的摇滚其实也很棒。蒋敦豪充满了民谣范儿，而他在演唱副歌部分时经常会爆发力惊人（汪峰、《北京日报》评）。
王格格,,格格,中国,汉,,,,,江西南昌,1992年11月12日,演员,北京电影学院表演系,,《红流》饰演杨开慧,,
王艺诺,,,,,双子座,,170cm,54kg,吉林,1993年06月12日,演员,北京电影学院,,"苍穹下的灰姑娘
无心法师2
三国机密",,王艺诺做为一个性格率真的东北姑娘，不仅甜美可爱，而且还有着凹凸有致的身材。王艺诺自出道以来就备受关注，她被称作为“氧气少女”、“时尚界中的一股清泉”。在《无心法师2》中出演丁小甜，导演不仅是看中了王艺诺科班出身，更是看中了她与剧中人物气质的相似。同时，王艺诺为剧中角色提前做了很多努力、身体力行的拍摄得到了剧组的认可。（大众娱乐、腾讯娱乐、网易娱乐评）
陈佩雯,,,中国,,,,,,,,学生,,,"《此间少年》
《谁的青春不叛逆》",,
杨搏,,杨博,中国,汉,,,,,湖北武汉,,网络主播,湖北工业大学工程技术学院,,,第一季《中国新歌声》那英战队前五强,
陈斯琪,,,中国,汉族,,,,,广州,1986年07月01日,学生,广东金融学院,,,,
吴诺弘,LawrenceNg,菠萝仔,,,,,,,香港,1999年10月14日,演员,,,《酒店风云》《宫心计》《谈情说案》,,
贺峻霖,,霖霖 小铃铛,中国,汉族,双子座,,,,成都,,歌手,,,《超人诞生日记》《凉生我们可不可以不忧伤》,2016年11月6日粉丝嘉年华秒拍之星,
张真源,,真源 张公子 涨工资,中国,汉族,白羊座,,,,重庆,,学生 练习生,,,,,
赵艺,,,中国,汉族,水瓶座,,,,,1997年01月01日,演员,北京电影学院表演系,,"大话西游之爱你一万年
幸福在梦中",,赵艺写真 赵艺是一个浑身散发着“小清新”的气息的美少女。自带清新校园风格的她所演绎的紫霞仙子别有一番风味。手握紫青宝剑撩起布帘，眼神清澈充满灵气，自带侠女的风采。（网易娱乐评） 赵艺凭借在《大话西游之爱你一万年》中灵气、自然的表演，受到了众多年轻观众的喜爱。剧中，紫霞仙子对意中人的各种情感表达很是到位。第一次面对大圣拔出紫青宝剑，从赵艺的眼神之中，观众们可以很清晰的看到她对于紫青宝剑被拔出时的震惊以及不知所措。而第二次至尊宝拔出紫青宝剑之时，赵艺一双灵动的眼睛饱含深情，满眼的欢喜。赵艺通过自然的神情和情绪的抒发，将紫霞仙子俩次不同的拔剑场景演绎的恰到好处，精准地把握了角色的情感走向，很好的诠释出了紫霞仙子寻找真心人过程中的情感变化。（北青网、新华网评）
敖子逸,,子逸,中国,汉族,摩羯座,,,,重庆,2002年12月25日,学生 练习生,,,《超人诞生日记》,,
丁程鑫,,小丁 老丁 程程,中国,汉族,双鱼座,,,,重庆,2002年02月24日,学生,,,《我们的少年时代》《旋风少女第二季》《超少年密码》,,
曹峻玮,,甜甜 曹三三,中国,,金牛座,,,,广州,,,,,,,
罗庭信,,,中国,,,,,,重庆,,,,,,,
徐晓璐,Lulu,,中国,汉族,水瓶座,,168cm,51kg,河北省石家庄市,1993年01月24日,歌手 演员,北京电影学院2011级表演本科班,,"一起同过窗
超星星学园",,徐晓璐外形清纯靓丽，做事果断。在网络剧《一起同过窗》中，徐晓璐的接近本色的出演方式，又是该剧的颜值担当，并凭借火辣身材，成功俘获了一大批粉丝的芳心，获得了影迷们的一致好评。在微电影《治愈之岛》中，徐晓璐对剧中人物形象的刻画深入人心，是当下娱乐圈拥有较大上升空间的青年演员（腾讯娱乐评）。
王嘉丽,Rika,翻版杨丞琳,,,,,,,香港,,,,,,,
丁爱丽,,,,,,,,,,1943年03月01日,,复旦大学,,,,
王晓丽,,,中国,汉族,,,,,,,京剧演员,中国戏曲学院,,,,
杨志英,,,中国,汉族,,,,,,1955年11月01日,,,,,,
李洁,,,中华人民共和国,,,,,,北京,1958年01月01日,,,,,,
王美,,,,,,,,,大连市,1963年01月01日,,,,,"1989年
1990年全国歌手大赛民族唱法金奖获得者",
韩春阳,,,中国,,,,,,,,教师,,,,,
李思睿,,,中国,汉族,,,,,,,资深音乐企划人 艺人经纪 演出策划人,,,,,
那笛,,那狄拉 那迪,中国,维吾尔族,,A,172cm,48kg,北京,,模特 演员 主持人,,,"走天山的女人
马背上的玫瑰
警中警II
围屋里的桃花",,那笛 的一组写真曝光，成熟立体的轮廓，高挑性感的身材、干净清澈的眼神，令网友不禁感叹超模完美的身材和迷人的气质令人HOLD不住，这组曝光的写真中，既展现出性感的风韵，又不失可爱。（华龙网评） 从《非诚勿扰》舞台上那个直率的可爱女孩，到“美女名将”里狂野性感的“秦琼”，不断变身，多面风情让粉丝倍觉惊喜。再次让大家见识了她“风情女王”的本色，优雅中又略带一丝性感的妩媚情调让每一位观者都不由摒住呼吸，生怕惊动了这份美丽。蓬松感十足的大波浪长发、几可曳地的长裙，一举手一投足都颇具电力，让的魅力指数连连提升，难怪不少粉丝高呼“女王”了。（网易游戏评）
